date,game,session,winning_numbers,bonus_ball,powerball,megaball,cash_ball
2022-01-01,Cash4Life,,06 12 39 48 50,,,,7.0
2022-01-02,Cash4Life,,08 14 19 27 28,,,,2.0
2022-01-03,Cash4Life,,02 39 42 47 50,,,,4.0
2022-01-04,Cash4Life,,05 13 19 20 29,,,,2.0
2022-01-05,Cash4Life,,06 14 25 33 46,,,,17.0
2022-01-06,Cash4Life,,01 13 15 28 52,,,,1.0
2022-01-07,Cash4Life,,22 23 45 54 55,,,,3.0
2022-01-08,Cash4Life,,20 33 34 40 59,,,,3.0
2022-01-09,Cash4Life,,20 32 33 42 52,,,,4.0
2022-01-10,Cash4Life,,01 03 29 34 39,,,,3.0
2022-01-11,Cash4Life,,04 26 46 53 58,,,,4.0
2022-01-12,Cash4Life,,12 21 22 30 33,,,,24.0
2022-01-13,Cash4Life,,22 34 38 42 50,,,,1.0
2022-01-14,Cash4Life,,15 19 29 37 58,,,,2.0
2022-01-15,Cash4Life,,06 10 30 35 60,,,,2.0
2022-01-16,Cash4Life,,19 36 42 54 59,,,,3.0
2022-01-17,Cash4Life,,01 19 36 43 53,,,,2.0
2022-01-18,Cash4Life,,04 19 39 42 52,,,,9.0
2022-01-19,Cash4Life,,11 15 43 55 61,,,,10.0
2022-01-20,Cash4Life,,05 26 38 46 58,,,,1.0
2022-01-21,Cash4Life,,05 21 24 36 46,,,,2.0
2022-01-22,Cash4Life,,06 22 29 51 52,,,,1.0
2022-01-23,Cash4Life,,02 22 26 34 48,,,,4.0
2022-01-24,Cash4Life,,12 14 24 42 53,,,,3.0
2022-01-25,Cash4Life,,14 15 19 30 38,,,,3.0
2022-01-26,Cash4Life,,04 11 38 49 69,,,,16.0
2022-01-27,Cash4Life,,19 39 43 49 51,,,,3.0
2022-01-28,Cash4Life,,03 16 25 44 55,,,,13.0
2022-01-29,Cash4Life,,02 15 38 54 65,,,,11.0
2022-01-30,Cash4Life,,13 33 46 47 49,,,,2.0
2022-01-31,Cash4Life,,01 11 24 37 54,,,,3.0
2022-02-01,Cash4Life,,20 24 30 41 53,,,,4.0
2022-02-02,Cash4Life,,17 21 22 28 44,,,,3.0
2022-02-03,Cash4Life,,11 25 28 34 37,,,,4.0
2022-02-04,Cash4Life,,07 16 34 44 61,,,,24.0
2022-02-05,Cash4Life,,05 16 27 39 61,,,,24.0
2022-02-06,Cash4Life,,02 03 14 20 26,,,,1.0
2022-02-07,Cash4Life,,18 20 22 43 59,,,,3.0
2022-02-08,Cash4Life,,01 17 20 52 54,,,,2.0
2022-02-09,Cash4Life,,09 12 24 32 40,,,,3.0
2022-02-10,Cash4Life,,03 28 36 46 53,,,,1.0
2022-02-11,Cash4Life,,19 20 25 55 57,,,,2.0
2022-02-12,Cash4Life,,20 21 25 30 41,,,,2.0
2022-02-13,Cash4Life,,06 16 31 46 50,,,,1.0
2022-02-14,Cash4Life,,18 22 29 37 40,,,,1.0
2022-02-15,Cash4Life,,14 27 36 41 53,,,,4.0
2022-02-16,Cash4Life,,02 07 14 21 25,,,,1.0
2022-02-17,Cash4Life,,09 11 14 21 35,,,,2.0
2022-02-18,Cash4Life,,13 34 43 48 52,,,,2.0
2022-02-19,Cash4Life,,02 21 31 45 59,,,,1.0
2022-02-20,Cash4Life,,13 15 24 25 54,,,,2.0
2022-02-21,Cash4Life,,04 40 42 54 58,,,,3.0
2022-02-22,Cash4Life,,04 14 16 17 52,,,,4.0
2022-02-23,Cash4Life,,27 36 40 46 53,,,,3.0
2022-02-24,Cash4Life,,16 21 27 56 58,,,,2.0
2022-02-25,Cash4Life,,15 31 40 56 66,,,,4.0
2022-02-26,Cash4Life,,04 42 44 51 54,,,,4.0
2022-02-27,Cash4Life,,32 36 41 58 60,,,,4.0
2022-02-28,Cash4Life,,17 21 27 30 54,,,,2.0
2022-03-01,Cash4Life,,29 31 39 48 59,,,,1.0
2022-03-02,Cash4Life,,07 30 45 47 54,,,,3.0
2022-03-03,Cash4Life,,10 28 31 32 58,,,,4.0
2022-03-04,Cash4Life,,11 19 28 46 47,,,,5.0
2022-03-05,Cash4Life,,17 37 40 42 45,,,,2.0
2022-03-06,Cash4Life,,08 13 39 55 59,,,,3.0
2022-03-07,Cash4Life,,12 13 15 26 55,,,,1.0
2022-03-08,Cash4Life,,07 18 38 58 64,,,,24.0
2022-03-09,Cash4Life,,13 22 34 51 67,,,,10.0
2022-03-10,Cash4Life,,09 13 43 53 55,,,,2.0
2022-03-11,Cash4Life,,06 21 31 36 59,,,,1.0
2022-03-12,Cash4Life,,04 34 38 39 44,,,,2.0
2022-03-13,Cash4Life,,07 15 16 18 60,,,,1.0
2022-03-14,Cash4Life,,09 19 27 45 55,,,,4.0
2022-03-15,Cash4Life,,09 14 28 59 60,,,,24.0
2022-03-16,Cash4Life,,10 11 13 26 29,,,,4.0
2022-03-17,Cash4Life,,05 09 14 34 58,,,,3.0
2022-03-18,Cash4Life,,07 10 13 41 60,,,,1.0
2022-03-19,Cash4Life,Eve,3 19 3 25 4,1.0,,,
2022-03-20,Cash4Life,,05 06 12 26 40,,,,1.0
2022-03-21,Cash4Life,,01 15 26 63 65,,,,16.0
2022-03-22,Cash4Life,,08 15 21 27 61,,,,8.0
2022-03-23,Cash4Life,,12 21 25 46 50,,,,4.0
2022-03-24,Cash4Life,,35 46 47 49 56,,,,4.0
2022-03-25,Cash4Life,,03 13 42 51 58,,,,17.0
2022-03-26,Cash4Life,,03 15 38 42 48,,,,3.0
2022-03-27,Cash4Life,,12 18 26 42 58,,,,3.0
2022-03-28,Cash4Life,,08 17 24 44 48,,,,4.0
2022-03-29,Cash4Life,,07 22 36 45 47,,,,12.0
2022-03-30,Cash4Life,,03 07 21 31 37,,,,11.0
2022-03-31,Cash4Life,,01 02 27 29 30,,,,3.0
2022-04-01,Cash4Life,,26 42 47 48 63,,,,21.0
2022-04-02,Cash4Life,,03 14 16 33 52,,,,2.0
2022-04-03,Cash4Life,,03 07 14 26 39,,,,1.0
2022-04-04,Cash4Life,Eve,4 4 54 10 4,4.0,,,
2022-04-05,Cash4Life,,22 43 60 63 64,,,,18.0
2022-04-06,Cash4Life,Eve,3 23 4 6 54,4.0,,,
2022-04-07,Cash4Life,Eve,4 7 59 2 3,4.0,,,
2022-04-08,Cash4Life,,21 25 45 46 54,,,,2.0
2022-04-09,Cash4Life,,06 16 31 62 66,,,,18.0
2022-04-10,Cash4Life,,04 22 25 28 38,,,,2.0
2022-04-11,Cash4Life,,14 37 38 54 59,,,,2.0
2022-04-12,Cash4Life,Eve,4 12 44 1 1,4.0,,,
2022-04-13,Cash4Life,,02 04 34 38 60,,,,2.0
2022-04-14,Cash4Life,,15 16 26 27 46,,,,4.0
2022-04-15,Cash4Life,,28 34 44 53 56,,,,3.0
2022-04-16,Cash4Life,,03 13 28 42 59,,,,2.0
2022-04-17,Cash4Life,,14 27 40 57 59,,,,1.0
2022-04-18,Cash4Life,,08 33 55 59 62,,,,18.0
2022-04-19,Cash4Life,,02 08 16 37 45,,,,3.0
2022-04-20,Cash4Life,,20 30 45 55 56,,,,14.0
2022-04-21,Cash4Life,,10 11 22 25 29,,,,3.0
2022-04-22,Cash4Life,,14 23 24 26 39,,,,1.0
2022-04-23,Cash4Life,,10 39 47 49 56,,,,8.0
2022-04-24,Cash4Life,,07 14 33 46 48,,,,1.0
2022-04-25,Cash4Life,Eve,3 24 4 25 1,4.0,,,
2022-04-26,Cash4Life,Eve,4 26 4 26 5,1.0,,,
2022-04-27,Cash4Life,,11 36 61 62 68,,,,4.0
2022-04-28,Cash4Life,,15 23 46 55 57,,,,2.0
2022-04-29,Cash4Life,Eve,4 29 25 3 22,4.0,,,
2022-04-30,Cash4Life,,14 21 37 44 63,,,,1.0
2022-05-01,Cash4Life,,04 06 52 55 59,,,,4.0
2022-05-02,Cash4Life,,18 27 33 39 44,,,,8.0
2022-05-03,Cash4Life,,08 22 23 35 51,,,,3.0
2022-05-04,Cash4Life,,08 21 22 34 53,,,,4.0
2022-05-05,Cash4Life,,15 23 29 39 54,,,,2.0
2022-05-06,Cash4Life,,03 04 14 53 60,,,,4.0
2022-05-07,Cash4Life,,30 37 40 54 59,,,,2.0
2022-05-08,Cash4Life,,01 12 34 45 48,,,,3.0
2022-05-09,Cash4Life,,02 13 29 45 50,,,,2.0
2022-05-10,Cash4Life,,01 08 34 36 48,,,,1.0
2022-05-11,Cash4Life,,08 19 44 47 50,,,,1.0
2022-05-12,Cash4Life,,17 40 41 53 60,,,,2.0
2022-05-13,Cash4Life,,11 41 43 44 65,,,,13.0
2022-05-14,Cash4Life,,06 40 41 45 52,,,,9.0
2022-05-15,Cash4Life,,12 18 22 32 47,,,,3.0
2022-05-16,Cash4Life,,07 15 22 36 64,,,,13.0
2022-05-17,Cash4Life,,07 21 24 41 65,,,,24.0
2022-05-18,Cash4Life,,19 41 49 58 60,,,,3.0
2022-05-19,Cash4Life,,41 47 51 58 60,,,,3.0
2022-05-20,Cash4Life,,33 40 59 60 69,,,,22.0
2022-05-21,Cash4Life,,02 08 10 12 42,,,,3.0
2022-05-22,Cash4Life,,08 21 25 34 59,,,,1.0
2022-05-23,Cash4Life,,01 33 37 39 42,,,,26.0
2022-05-24,Cash4Life,,03 05 06 63 68,,,,25.0
2022-05-25,Cash4Life,,08 11 39 46 47,,,,1.0
2022-05-26,Cash4Life,,03 09 33 57 58,,,,1.0
2022-05-27,Cash4Life,,09 12 27 49 50,,,,4.0
2022-05-28,Cash4Life,,02 39 50 61 66,,,,15.0
2022-05-29,Cash4Life,,02 06 14 34 36,,,,3.0
2022-05-30,Cash4Life,,27 28 51 68 69,,,,22.0
2022-05-31,Cash4Life,,06 15 41 63 64,,,,24.0
2022-06-01,Cash4Life,Eve,6 1 7 1 8,1.0,,,
2022-06-02,Cash4Life,,12 40 54 55 60,,,,3.0
2022-06-03,Cash4Life,,11 16 22 48 59,,,,11.0
2022-06-04,Cash4Life,,14 16 36 52 60,,,,16.0
2022-06-05,Cash4Life,,39 43 46 47 52,,,,2.0
2022-06-06,Cash4Life,,13 20 48 49 51,,,,3.0
2022-06-07,Cash4Life,,09 33 49 50 59,,,,4.0
2022-06-08,Cash4Life,,22 39 43 62 64,,,,7.0
2022-06-09,Cash4Life,,01 07 24 53 56,,,,2.0
2022-06-10,Cash4Life,,07 08 22 33 38,,,,2.0
2022-06-11,Cash4Life,,18 20 26 53 69,,,,5.0
2022-06-12,Cash4Life,,04 18 25 46 59,,,,1.0
2022-06-13,Cash4Life,,02 27 42 44 51,,,,25.0
2022-06-14,Cash4Life,,30 37 38 42 58,,,,22.0
2022-06-15,Cash4Life,,08 15 40 50 56,,,,3.0
2022-06-16,Cash4Life,,01 04 11 28 43,,,,3.0
2022-06-17,Cash4Life,,11 13 42 55 57,,,,4.0
2022-06-18,Cash4Life,,08 12 25 41 58,,,,2.0
2022-06-19,Cash4Life,,01 06 20 36 51,,,,1.0
2022-06-20,Cash4Life,,03 44 61 63 69,,,,13.0
2022-06-21,Cash4Life,,08 13 18 32 42,,,,20.0
2022-06-22,Cash4Life,,06 10 31 48 56,,,,12.0
2022-06-23,Cash4Life,,02 10 40 52 56,,,,2.0
2022-06-24,Cash4Life,,01 07 11 25 56,,,,14.0
2022-06-25,Cash4Life,,06 12 20 27 32,,,,4.0
2022-06-26,Cash4Life,,02 36 37 44 52,,,,2.0
2022-06-27,Cash4Life,,09 21 34 44 48,,,,2.0
2022-06-28,Cash4Life,,07 12 21 43 55,,,,11.0
2022-06-29,Cash4Life,,09 27 29 33 51,,,,4.0
2022-06-30,Cash4Life,,06 09 20 31 34,,,,2.0
2022-07-01,Cash4Life,Eve,7 1 8 1 9,1.0,,,
2022-07-02,Cash4Life,,09 10 37 59 62,,,,26.0
2022-07-03,Cash4Life,,03 12 19 34 49,,,,1.0
2022-07-04,Cash4Life,,15 16 24 31 56,,,,4.0
2022-07-05,Cash4Life,,27 31 50 51 61,,,,21.0
2022-07-06,Cash4Life,,08 14 42 45 58,,,,2.0
2022-07-07,Cash4Life,,28 31 37 47 58,,,,4.0
2022-07-08,Cash4Life,,07 20 25 42 45,,,,2.0
2022-07-09,Cash4Life,,14 30 34 40 48,,,,2.0
2022-07-10,Cash4Life,,01 05 11 21 33,,,,4.0
2022-07-11,Cash4Life,,04 26 34 37 52,,,,9.0
2022-07-12,Cash4Life,,04 07 10 45 64,,,,12.0
2022-07-13,Cash4Life,,06 10 18 41 50,,,,2.0
2022-07-14,Cash4Life,,05 22 23 44 59,,,,4.0
2022-07-15,Cash4Life,,04 06 07 17 46,,,,1.0
2022-07-16,Cash4Life,,03 18 23 32 57,,,,21.0
2022-07-17,Cash4Life,,26 27 32 47 55,,,,1.0
2022-07-18,Cash4Life,,07 20 22 30 46,,,,3.0
2022-07-19,Cash4Life,,03 36 38 42 51,,,,1.0
2022-07-20,Cash4Life,,25 26 39 42 56,,,,2.0
2022-07-21,Cash4Life,,07 10 19 21 54,,,,4.0
2022-07-22,Cash4Life,,01 15 19 26 49,,,,3.0
2022-07-23,Cash4Life,,04 07 25 41 53,,,,2.0
2022-07-24,Cash4Life,,01 07 15 16 51,,,,3.0
2022-07-25,Cash4Life,,25 30 33 39 49,,,,2.0
2022-07-26,Cash4Life,,11 25 26 41 45,,,,4.0
2022-07-27,Cash4Life,,16 32 38 39 48,,,,3.0
2022-07-28,Cash4Life,,14 24 29 47 56,,,,2.0
2022-07-29,Cash4Life,,13 36 45 57 67,,,,14.0
2022-07-30,Cash4Life,,20 24 31 39 60,,,,4.0
2022-07-31,Cash4Life,,16 23 29 59 60,,,,3.0
2022-08-01,Cash4Life,Eve,8 1 9 1 10,1.0,,,
2022-08-02,Cash4Life,,10 14 25 37 63,,,,14.0
2022-08-03,Cash4Life,,02 13 42 47 48,,,,4.0
2022-08-04,Cash4Life,,06 14 19 45 53,,,,1.0
2022-08-05,Cash4Life,,06 20 21 26 57,,,,1.0
2022-08-06,Cash4Life,,13 16 42 57 58,,,,2.0
2022-08-07,Cash4Life,,07 27 34 42 50,,,,1.0
2022-08-08,Cash4Life,,24 26 50 51 58,,,,1.0
2022-08-09,Cash4Life,,09 25 43 44 52,,,,2.0
2022-08-10,Cash4Life,,29 44 59 61 68,,,,19.0
2022-08-11,Cash4Life,,02 07 13 20 52,,,,2.0
2022-08-12,Cash4Life,,23 24 50 54 64,,,,3.0
2022-08-13,Cash4Life,,05 09 27 33 57,,,,2.0
2022-08-14,Cash4Life,,12 21 45 51 57,,,,2.0
2022-08-15,Cash4Life,,10 11 17 42 58,,,,4.0
2022-08-16,Cash4Life,,04 22 38 48 58,,,,4.0
2022-08-17,Cash4Life,,31 33 39 48 53,,,,3.0
2022-08-18,Cash4Life,,02 19 25 26 60,,,,4.0
2022-08-19,Cash4Life,,12 18 24 46 65,,,,3.0
2022-08-20,Cash4Life,,05 09 11 16 66,,,,7.0
2022-08-21,Cash4Life,,02 21 30 48 58,,,,1.0
2022-08-22,Cash4Life,,05 14 48 51 57,,,,1.0
2022-08-23,Cash4Life,,06 20 21 34 49,,,,2.0
2022-08-24,Cash4Life,,07 15 33 42 53,,,,4.0
2022-08-25,Cash4Life,,10 27 29 51 59,,,,1.0
2022-08-26,Cash4Life,,01 18 23 39 55,,,,2.0
2022-08-27,Cash4Life,,02 18 56 60 65,,,,14.0
2022-08-28,Cash4Life,,16 23 27 29 57,,,,4.0
2022-08-29,Cash4Life,,13 36 43 61 69,,,,18.0
2022-08-30,Cash4Life,,02 05 14 40 48,,,,3.0
2022-08-31,Cash4Life,,07 08 19 24 28,,,,1.0
2022-09-01,Cash4Life,Eve,9 1 10 1 11,1.0,,,
2022-09-02,Cash4Life,,02 21 27 39 49,,,,3.0
2022-09-03,Cash4Life,,17 34 36 56 60,,,,2.0
2022-09-04,Cash4Life,,10 11 20 28 36,,,,2.0
2022-09-05,Cash4Life,,08 12 25 43 55,,,,1.0
2022-09-06,Cash4Life,,01 13 17 57 60,,,,4.0
2022-09-07,Cash4Life,,03 16 30 33 36,,,,20.0
2022-09-08,Cash4Life,,21 48 49 54 55,,,,3.0
2022-09-09,Cash4Life,,16 21 54 55 69,,,,22.0
2022-09-10,Cash4Life,,38 42 56 68 69,,,,4.0
2022-09-11,Cash4Life,,14 23 27 32 51,,,,3.0
2022-09-12,Cash4Life,,06 14 16 34 66,,,,25.0
2022-09-13,Cash4Life,,14 25 38 59 64,,,,21.0
2022-09-14,Cash4Life,,09 10 20 22 52,,,,25.0
2022-09-15,Cash4Life,,02 03 25 43 57,,,,1.0
2022-09-16,Cash4Life,,08 18 42 48 56,,,,4.0
2022-09-17,Cash4Life,,02 21 32 42 54,,,,4.0
2022-09-18,Cash4Life,,08 41 45 50 54,,,,4.0
2022-09-19,Cash4Life,,07 15 36 46 67,,,,7.0
2022-09-20,Cash4Life,,01 10 28 44 45,,,,4.0
2022-09-21,Cash4Life,,06 33 34 45 54,,,,7.0
2022-09-22,Cash4Life,,03 06 10 26 40,,,,2.0
2022-09-23,Cash4Life,,05 50 53 58 64,,,,22.0
2022-09-24,Cash4Life,,10 22 47 57 60,,,,2.0
2022-09-25,Cash4Life,,06 13 35 43 53,,,,1.0
2022-09-26,Cash4Life,,01 08 11 31 57,,,,4.0
2022-09-27,Cash4Life,,08 14 24 43 51,,,,9.0
2022-09-28,Cash4Life,,06 10 24 33 67,,,,11.0
2022-09-29,Cash4Life,,01 03 26 44 59,,,,3.0
2022-09-30,Cash4Life,,16 26 37 40 51,,,,6.0
2022-10-01,Cash4Life,Eve,10 1 11 1 12,1.0,,,
2022-10-02,Cash4Life,,05 18 27 34 54,,,,2.0
2022-10-03,Cash4Life,,12 25 30 42 52,,,,2.0
2022-10-04,Cash4Life,,09 15 32 40 42,,,,1.0
2022-10-05,Cash4Life,,15 38 44 54 55,,,,3.0
2022-10-06,Cash4Life,,13 14 29 53 55,,,,1.0
2022-10-07,Cash4Life,,11 12 37 40 48,,,,2.0
2022-10-08,Cash4Life,,13 43 53 60 68,,,,5.0
2022-10-09,Cash4Life,,04 08 17 36 39,,,,3.0
2022-10-10,Cash4Life,,03 06 11 17 22,,,,11.0
2022-10-11,Cash4Life,,03 07 11 13 38,,,,1.0
2022-10-12,Cash4Life,,14 30 41 42 59,,,,6.0
2022-10-13,Cash4Life,,15 17 32 42 59,,,,1.0
2022-10-14,Cash4Life,,05 09 27 35 46,,,,1.0
2022-10-15,Cash4Life,,25 41 54 56 58,,,,3.0
2022-10-16,Cash4Life,,14 16 30 59 60,,,,3.0
2022-10-17,Cash4Life,,19 30 36 46 60,,,,25.0
2022-10-18,Cash4Life,,15 25 47 53 56,,,,4.0
2022-10-19,Cash4Life,,20 29 30 48 59,,,,4.0
2022-10-20,Cash4Life,,11 39 42 53 55,,,,3.0
2022-10-21,Cash4Life,,34 36 43 45 68,,,,22.0
2022-10-22,Cash4Life,,19 25 48 55 60,,,,18.0
2022-10-23,Cash4Life,,07 18 24 32 35,,,,4.0
2022-10-24,Cash4Life,,06 15 45 48 53,,,,1.0
2022-10-25,Cash4Life,,21 30 35 45 66,,,,21.0
2022-10-26,Cash4Life,,19 36 37 46 56,,,,24.0
2022-10-27,Cash4Life,,06 21 32 55 59,,,,1.0
2022-10-28,Cash4Life,,04 18 31 53 69,,,,7.0
2022-10-29,Cash4Life,,03 25 37 55 59,,,,4.0
2022-10-30,Cash4Life,,07 09 22 58 60,,,,3.0
2022-10-31,Cash4Life,,14 26 31 37 41,,,,3.0
2022-11-01,Cash4Life,Eve,11 1 12 1 1,1.0,,,
2022-11-02,Cash4Life,,26 28 43 53 56,,,,1.0
2022-11-03,Cash4Life,,18 22 38 43 56,,,,3.0
2022-11-04,Cash4Life,,02 20 47 55 59,,,,19.0
2022-11-05,Cash4Life,,06 21 34 37 42,,,,3.0
2022-11-06,Cash4Life,,12 20 27 32 33,,,,3.0
2022-11-07,Cash4Life,,10 33 41 47 56,,,,10.0
2022-11-08,Cash4Life,,05 13 29 38 59,,,,23.0
2022-11-09,Cash4Life,,02 03 04 14 26,,,,2.0
2022-11-10,Cash4Life,,02 04 05 06 58,,,,4.0
2022-11-11,Cash4Life,,02 13 33 44 52,,,,3.0
2022-11-12,Cash4Life,,16 20 44 57 58,,,,6.0
2022-11-13,Cash4Life,,14 25 30 44 54,,,,2.0
2022-11-14,Cash4Life,,19 35 53 54 67,,,,21.0
2022-11-15,Cash4Life,,06 19 28 46 61,,,,18.0
2022-11-16,Cash4Life,,01 33 48 52 55,,,,4.0
2022-11-17,Cash4Life,,05 22 40 48 57,,,,2.0
2022-11-18,Cash4Life,,02 14 16 38 66,,,,9.0
2022-11-19,Cash4Life,,07 28 62 63 64,,,,10.0
2022-11-20,Cash4Life,,12 36 42 43 59,,,,3.0
2022-11-21,Cash4Life,,01 06 40 51 67,,,,2.0
2022-11-22,Cash4Life,,04 12 20 45 53,,,,1.0
2022-11-23,Cash4Life,,01 02 31 39 66,,,,25.0
2022-11-24,Cash4Life,,04 21 46 56 59,,,,2.0
2022-11-25,Cash4Life,,09 12 19 36 54,,,,1.0
2022-11-26,Cash4Life,,15 30 47 50 51,,,,3.0
2022-11-27,Cash4Life,,18 23 24 58 59,,,,2.0
2022-11-28,Cash4Life,,20 24 40 48 59,,,,1.0
2022-11-29,Cash4Life,,04 29 48 54 58,,,,4.0
2022-11-30,Cash4Life,,18 21 24 33 44,,,,1.0
2022-12-01,Cash4Life,Eve,12 1 1 1 2,1.0,,,
2022-12-02,Cash4Life,,10 14 16 40 58,,,,4.0
2022-12-03,Cash4Life,,06 13 33 36 37,,,,7.0
2022-12-04,Cash4Life,,22 28 32 49 55,,,,2.0
2022-12-05,Cash4Life,,35 45 47 54 55,,,,14.0
2022-12-06,Cash4Life,,21 29 34 36 41,,,,2.0
2022-12-07,Cash4Life,,05 25 26 34 52,,,,3.0
2022-12-08,Cash4Life,,24 33 46 51 54,,,,1.0
2022-12-09,Cash4Life,,08 19 53 61 69,,,,19.0
2022-12-10,Cash4Life,,05 14 21 31 50,,,,1.0
2022-12-11,Cash4Life,,04 21 42 55 58,,,,1.0
2022-12-12,Cash4Life,,16 31 50 55 61,,,,9.0
2022-12-13,Cash4Life,,14 22 48 58 68,,,,6.0
2022-12-14,Cash4Life,,12 25 41 57 58,,,,3.0
2022-12-15,Cash4Life,,05 08 11 14 29,,,,3.0
2022-12-16,Cash4Life,,10 24 40 44 56,,,,3.0
2022-12-17,Cash4Life,,11 15 42 43 60,,,,4.0
2022-12-18,Cash4Life,,02 15 25 43 49,,,,3.0
2022-12-19,Cash4Life,,07 37 55 65 67,,,,12.0
2022-12-20,Cash4Life,,03 04 33 36 52,,,,17.0
2022-12-21,Cash4Life,,12 15 24 34 59,,,,14.0
2022-12-22,Cash4Life,,01 06 11 28 33,,,,2.0
2022-12-23,Cash4Life,,15 21 32 38 62,,,,8.0
2022-12-24,Cash4Life,,17 37 46 54 67,,,,8.0
2022-12-25,Cash4Life,,01 32 37 53 56,,,,2.0
2022-12-26,Cash4Life,,07 10 24 29 51,,,,4.0
2022-12-27,Cash4Life,,06 34 36 53 56,,,,3.0
2022-12-28,Cash4Life,,26 32 38 45 56,,,,1.0
2022-12-29,Cash4Life,,13 14 21 44 46,,,,4.0
