date,game,session,winning_numbers,bonus_ball,powerball,megaball
2022-07-23,Powerball,,39 41 54 59 62,,12,
2022-07-24,Powerball,Eve,7 24 1 7 15,16.0,,
2022-07-25,Powerball,,25 37 38 39 65,,5,
2022-07-26,Powerball,,07 29 60 63 66,,15,
2022-07-27,Powerball,,01 25 44 55 57,,26,
2022-07-29,Powerball,,13 36 45 57 67,,14,
2022-07-30,Powerball,,04 17 57 58 68,,12,
2022-08-01,Powerball,Eve,8 1 9 1 10,1.0,,
2022-08-02,Powerball,,10 14 25 37 63,,14,
2022-08-03,Powerball,,09 21 56 57 66,,11,
2022-08-05,Powerball,Eve,8 5 6 20 21,26.0,,
2022-08-06,Powerball,,08 15 46 56 68,,3,
2022-08-08,Powerball,,32 45 51 57 58,,12,
2022-08-09,Powerball,Eve,8 9 1 8 10,25.0,,
2022-08-10,Powerball,,29 44 59 61 68,,19,
2022-08-11,Powerball,Eve,8 11 2 7 13,20.0,,
2022-08-12,Powerball,,23 24 50 54 64,,3,
2022-08-13,Powerball,,19 24 35 43 62,,2,
2022-08-15,Powerball,,20 24 47 50 63,,5,
2022-08-16,Powerball,,33 35 41 45 51,,1,
2022-08-17,Powerball,,23 28 41 50 55,,24,
2022-08-18,Powerball,Eve,8 18 2 19 25,26.0,,
2022-08-19,Powerball,,12 18 24 46 65,,3,
2022-08-20,Powerball,Eve,8 20 5 9 11,16.0,,
2022-08-22,Powerball,,12 27 34 55 67,,9,
2022-08-23,Powerball,,03 05 47 48 67,,7,
2022-08-24,Powerball,,06 24 35 37 44,,22,
2022-08-26,Powerball,,06 27 30 38 64,,23,
2022-08-27,Powerball,Eve,8 27 5 19 20,23.0,,
2022-08-29,Powerball,,13 36 43 61 69,,18,
2022-08-30,Powerball,,02 38 55 57 65,,17,
2022-08-31,Powerball,Eve,8 31 7 8 19,24.0,,
2022-09-01,Powerball,Eve,9 1 10 1 11,1.0,,
2022-09-02,Powerball,,39 40 52 60 67,,20,
2022-09-03,Powerball,,18 27 49 65 69,,9,
2022-09-05,Powerball,,04 07 32 55 64,,25,
2022-09-06,Powerball,,06 17 46 59 68,,2,
2022-09-07,Powerball,,03 16 30 33 36,,20,
2022-09-09,Powerball,,16 21 54 55 69,,22,
2022-09-10,Powerball,,38 42 56 68 69,,4,
2022-09-12,Powerball,,06 14 16 34 66,,25,
2022-09-13,Powerball,,14 25 38 59 64,,21,
2022-09-14,Powerball,Eve,9 14 9 10 20,22.0,,
2022-09-16,Powerball,,15 30 35 38 66,,12,
2022-09-17,Powerball,,05 25 36 51 61,,1,
2022-09-19,Powerball,,07 15 36 46 67,,7,
2022-09-20,Powerball,,09 21 28 30 52,,10,
2022-09-21,Powerball,,06 33 34 45 54,,7,
2022-09-22,Powerball,Eve,9 22 3 6 10,26.0,,
2022-09-23,Powerball,,05 50 53 58 64,,22,
2022-09-24,Powerball,Eve,9 24 3 9 21,24.0,,
2022-09-26,Powerball,,13 20 31 33 59,,20,
2022-09-27,Powerball,,08 14 24 43 51,,9,
2022-09-28,Powerball,,06 10 24 33 67,,11,
2022-09-30,Powerball,,16 26 37 40 51,,6,
2022-10-01,Powerball,Eve,10 1 11 1 12,1.0,,
2022-10-03,Powerball,,02 16 22 55 63,,22,
2022-10-04,Powerball,,15 18 25 33 38,,25,
2022-10-05,Powerball,,26 30 33 37 62,,6,
2022-10-07,Powerball,,06 11 29 36 55,,21,
2022-10-08,Powerball,,13 43 53 60 68,,5,
2022-10-10,Powerball,Eve,10 10 3 6 11,17.0,,
2022-10-11,Powerball,Eve,10 11 3 7 11,13.0,,
2022-10-12,Powerball,,14 30 41 42 59,,6,
2022-10-14,Powerball,,09 22 26 41 44,,19,
2022-10-15,Powerball,,32 37 40 58 62,,15,
2022-10-17,Powerball,,19 30 36 46 60,,25,
2022-10-18,Powerball,,01 15 20 44 67,,23,
2022-10-19,Powerball,,06 08 15 27 42,,10,
2022-10-21,Powerball,,34 36 43 45 68,,22,
2022-10-22,Powerball,,19 25 48 55 60,,18,
2022-10-24,Powerball,,18 23 35 45 54,,16,
2022-10-25,Powerball,,21 30 35 45 66,,21,
2022-10-26,Powerball,,19 36 37 46 56,,24,
2022-10-28,Powerball,,04 18 31 53 69,,7,
2022-10-29,Powerball,,19 31 40 46 57,,23,
2022-10-31,Powerball,,13 19 36 39 59,,13,
2022-11-01,Powerball,Eve,11 1 5 9 15,16.0,,
2022-11-02,Powerball,,02 11 22 35 60,,23,
2022-11-04,Powerball,,02 20 47 55 59,,19,
2022-11-05,Powerball,,28 45 53 56 69,,20,
2022-11-07,Powerball,,10 33 41 47 56,,10,
2022-11-08,Powerball,,05 13 29 38 59,,23,
2022-11-09,Powerball,Eve,11 9 2 3 4,14.0,,
2022-11-10,Powerball,Eve,11 10 2 4 5,6.0,,
2022-11-11,Powerball,,01 05 17 37 70,,22,
2022-11-12,Powerball,,16 20 44 57 58,,6,
2022-11-14,Powerball,,19 35 53 54 67,,21,
2022-11-15,Powerball,,06 19 28 46 61,,18,
2022-11-16,Powerball,,28 34 51 53 56,,11,
2022-11-18,Powerball,,02 14 16 38 66,,9,
2022-11-19,Powerball,,07 28 62 63 64,,10,
2022-11-21,Powerball,,01 06 40 51 67,,2,
2022-11-22,Powerball,Eve,11 22 13 23 24,25.0,,
2022-11-23,Powerball,,01 02 31 39 66,,25,
2022-11-25,Powerball,,29 31 46 54 67,,18,
2022-11-26,Powerball,,15 30 47 50 51,,3,
2022-11-28,Powerball,,29 30 32 48 50,,20,
2022-11-29,Powerball,,20 23 37 46 52,,6,
2022-11-30,Powerball,,04 19 24 47 66,,10,
2022-12-01,Powerball,Eve,12 1 1 1 2,1.0,,
2022-12-02,Powerball,,01 21 36 46 52,,16,
2022-12-03,Powerball,,06 13 33 36 37,,7,
2022-12-05,Powerball,,35 45 47 54 55,,14,
2022-12-06,Powerball,,15 16 19 28 47,,13,
2022-12-07,Powerball,,06 28 44 59 61,,21,
2022-12-09,Powerball,,08 19 53 61 69,,19,
2022-12-10,Powerball,,09 23 47 49 68,,19,
2022-12-12,Powerball,,16 31 50 55 61,,9,
2022-12-13,Powerball,,14 22 48 58 68,,6,
2022-12-14,Powerball,,36 51 59 66 68,,25,
2022-12-15,Powerball,Eve,12 15 5 8 11,14.0,,
2022-12-16,Powerball,,08 35 40 53 56,,11,
2022-12-17,Powerball,,33 56 64 66 68,,12,
2022-12-19,Powerball,,07 37 55 65 67,,12,
2022-12-20,Powerball,,03 04 33 36 52,,17,
2022-12-21,Powerball,,12 15 24 34 59,,14,
2022-12-23,Powerball,,15 21 32 38 62,,8,
2022-12-24,Powerball,,17 37 46 54 67,,8,
2022-12-26,Powerball,,17 41 47 60 61,,17,
2022-12-27,Powerball,,09 13 36 59 61,,11,
2022-12-28,Powerball,,26 32 38 45 56,,1,
2022-12-30,Powerball,,01 03 06 44 51,,7,
2022-12-31,Powerball,Eve,10 31 12 31 11,8.0,,
2023-01-01,Powerball,Eve,1 1 2 1 3,1.0,,
2023-01-02,Powerball,Eve,1 2 1 9 13,17.0,,
2023-01-03,Powerball,,25 29 33 41 44,,18,
2023-01-04,Powerball,,12 32 56 67 68,,26,
2023-01-06,Powerball,,03 20 46 59 63,,13,
2023-01-07,Powerball,,35 36 44 45 67,,14,
2023-01-09,Powerball,Eve,1 9 1 7 8,17.0,,
2023-01-10,Powerball,Eve,1 10 7 13 14,15.0,,
2023-01-11,Powerball,,04 08 46 47 48,,5,
2023-01-13,Powerball,Eve,1 13 1 13 16,20.0,,
2023-01-14,Powerball,,24 26 39 47 57,,23,
2023-01-16,Powerball,,04 14 33 39 61,,3,
2023-01-17,Powerball,Eve,1 17 2 12 18,24.0,,
2023-01-18,Powerball,,06 15 22 42 47,,26,
2023-01-20,Powerball,,20 29 31 64 66,,17,
2023-01-21,Powerball,,05 14 19 46 64,,22,
2023-01-23,Powerball,,12 31 47 58 60,,23,
2023-01-24,Powerball,,33 41 47 50 62,,20,
2023-01-25,Powerball,,09 17 20 38 40,,18,
2023-01-27,Powerball,,04 43 46 47 61,,22,
2023-01-28,Powerball,,02 18 23 27 47,,15,
2023-01-30,Powerball,,01 04 12 36 49,,5,
2023-01-31,Powerball,Eve,1 31 5 11 24,26.0,,
2023-02-01,Powerball,Eve,2 1 3 1 4,1.0,,
2023-02-03,Powerball,,01 04 50 54 59,,17,
2023-02-04,Powerball,Eve,2 4 2 8 15,19.0,,
2023-02-06,Powerball,Eve,2 6 5 11 22,23.0,,
2023-02-07,Powerball,Eve,2 7 12 23 10,6.0,,
2023-02-08,Powerball,,52 58 59 64 66,,9,
2023-02-10,Powerball,,20 29 30 52 58,,19,
2023-02-11,Powerball,,10 23 30 54 65,,11,
2023-02-13,Powerball,,17 26 37 61 65,,2,
2023-02-14,Powerball,Eve,2 14 1 6 10,8.0,,
2023-02-15,Powerball,Eve,2 15 3 1 22,1.0,,
2023-02-17,Powerball,,02 33 38 57 70,,13,
2023-02-18,Powerball,,08 21 31 32 37,,23,
2023-02-20,Powerball,,03 17 26 38 54,,15,
2023-02-21,Powerball,,02 15 30 36 63,,24,
2023-02-22,Powerball,,11 19 39 44 65,,7,
2023-02-24,Powerball,,02 22 49 65 67,,7,
2023-02-25,Powerball,,11 24 58 66 67,,26,
2023-02-27,Powerball,,16 28 49 51 55,,23,
2023-02-28,Powerball,,14 16 40 52 59,,13,
2023-03-01,Powerball,Eve,3 1 4 1 5,1.0,,
2023-03-03,Powerball,,08 25 36 39 67,,11,
2023-03-04,Powerball,Eve,3 4 2 5 16,18.0,,
2023-03-06,Powerball,Eve,3 6 16 22 23,26.0,,
2023-03-07,Powerball,Eve,3 7 2 4 22,26.0,,
2023-03-08,Powerball,,26 27 43 61 69,,4,
2023-03-10,Powerball,Eve,3 10 9 19 12,16.0,,
2023-03-11,Powerball,,11 20 33 43 58,,24,
2023-03-13,Powerball,,03 10 24 46 63,,4,
2023-03-14,Powerball,,01 07 23 38 55,,2,
2023-03-15,Powerball,,16 18 33 37 50,,8,
2023-03-16,Powerball,Eve,3 16 9 15 1,7.0,,
2023-03-17,Powerball,,26 28 29 39 49,,25,
2023-03-18,Powerball,,14 20 30 54 69,,11,
2023-03-20,Powerball,,01 27 32 47 67,,14,
2023-03-21,Powerball,,01 21 25 27 40,,11,
2023-03-22,Powerball,,27 28 37 50 57,,5,
2023-03-23,Powerball,Eve,3 23 6 19 21,26.0,,
2023-03-24,Powerball,,14 17 33 42 66,,15,
2023-03-25,Powerball,,15 17 18 47 57,,19,
2023-03-27,Powerball,,19 26 36 43 58,,14,
2023-03-28,Powerball,,02 03 18 32 68,,24,
2023-03-29,Powerball,,04 09 24 46 66,,7,
2023-03-31,Powerball,,16 26 27 42 61,,23,
2023-04-01,Powerball,Eve,4 1 5 1 6,1.0,,
2023-04-03,Powerball,,16 30 31 54 68,,1,
2023-04-04,Powerball,,01 37 45 62 64,,4,
2023-04-05,Powerball,,03 05 09 42 52,,11,
2023-04-07,Powerball,Eve,4 7 10 17 20,21.0,,
2023-04-08,Powerball,,11 22 24 51 60,,18,
2023-04-10,Powerball,,09 10 36 46 52,,14,
2023-04-11,Powerball,,31 35 53 54 55,,24,
2023-04-12,Powerball,,09 36 41 44 59,,4,
2023-04-14,Powerball,,23 27 41 48 51,,22,
2023-04-15,Powerball,,01 33 34 56 59,,18,
2023-04-17,Powerball,,23 25 35 63 64,,25,
2023-04-18,Powerball,Eve,4 18 7 9 15,19.0,,
2023-04-19,Powerball,,04 11 21 38 64,,11,
2023-04-21,Powerball,Eve,4 21 5 13 20,26.0,,
2023-04-22,Powerball,,17 36 47 63 68,,25,
2023-04-24,Powerball,,19 21 55 66 68,,3,
2023-04-25,Powerball,,08 29 46 47 48,,12,
2023-04-26,Powerball,,02 15 30 35 49,,6,
2023-04-28,Powerball,,18 38 53 62 64,,20,
2023-04-29,Powerball,,16 53 54 57 65,,8,
2023-05-01,Powerball,Eve,5 1 6 1 7,1.0,,
2023-05-02,Powerball,,03 15 16 32 41,,9,
2023-05-03,Powerball,,21 26 30 45 47,,23,
2023-05-04,Powerball,Eve,5 4 1 6 13,16.0,,
2023-05-05,Powerball,,16 18 28 42 43,,11,
2023-05-06,Powerball,,31 39 47 51 53,,6,
2023-05-08,Powerball,,15 20 33 36 43,,12,
2023-05-09,Powerball,,04 37 46 48 51,,19,
2023-05-10,Powerball,Eve,5 10 1 5 8,23.0,,
2023-05-12,Powerball,,01 02 23 40 45,,15,
2023-05-13,Powerball,Eve,5 13 3 15 20,23.0,,
2023-05-15,Powerball,,01 26 28 55 58,,25,
2023-05-16,Powerball,,15 34 36 69 70,,17,
2023-05-17,Powerball,,18 34 37 45 51,,14,
2023-05-18,Powerball,Eve,5 18 4 16 22,26.0,,
2023-05-19,Powerball,,05 11 41 44 55,,14,
2023-05-20,Powerball,,17 23 32 38 63,,23,
2023-05-22,Powerball,,09 38 48 52 68,,25,
2023-05-23,Powerball,,03 10 22 65 66,,19,
2023-05-24,Powerball,,12 21 44 50 58,,26,
2023-05-25,Powerball,Eve,5 25 6 7 16,18.0,,
2023-05-26,Powerball,,12 20 37 41 64,,1,
2023-05-27,Powerball,,24 38 39 48 56,,4,
2023-05-28,Powerball,Eve,5 28 9 14 22,25.0,,
2023-05-29,Powerball,,21 33 35 62 64,,24,
2023-05-30,Powerball,,13 16 40 64 68,,21,
2023-05-31,Powerball,,02 04 54 61 62,,14,
2023-06-01,Powerball,Eve,6 1 7 1 8,1.0,,
2023-06-02,Powerball,,03 16 19 36 60,,25,
2023-06-03,Powerball,,15 45 64 67 68,,18,
2023-06-05,Powerball,,02 31 45 46 49,,20,
2023-06-06,Powerball,Eve,6 6 8 9 17,22.0,,
2023-06-07,Powerball,Eve,6 7 9 10 18,24.0,,
2023-06-09,Powerball,,03 19 53 60 68,,13,
2023-06-10,Powerball,,21 32 42 46 50,,4,
2023-06-12,Powerball,Eve,6 12 2 3 16,23.0,,
2023-06-13,Powerball,,08 10 19 44 47,,4,
2023-06-14,Powerball,,03 20 36 42 64,,4,
2023-06-15,Powerball,Eve,6 15 6 14 15,25.0,,
2023-06-16,Powerball,,04 24 34 45 57,,19,
2023-06-17,Powerball,,02 12 45 61 64,,26,
2023-06-19,Powerball,,36 39 52 57 69,,1,
2023-06-20,Powerball,,06 37 39 45 46,,21,
2023-06-21,Powerball,,05 11 33 35 63,,14,
2023-06-23,Powerball,,13 62 65 67 69,,14,
2023-06-24,Powerball,Eve,6 24 7 10 14,23.0,,
2023-06-26,Powerball,,06 28 39 43 54,,12,
2023-06-27,Powerball,,08 34 35 41 52,,12,
2023-06-28,Powerball,Eve,6 28 6 28 1,2.0,,
2023-06-29,Powerball,Eve,6 29 2 13 19,25.0,,
2023-06-30,Powerball,,13 22 47 51 55,,9,
2023-07-01,Powerball,Eve,7 1 8 1 9,1.0,,
2023-07-03,Powerball,,15 26 31 38 61,,3,
2023-07-04,Powerball,,21 33 54 61 67,,12,
2023-07-05,Powerball,,17 24 48 62 68,,23,
2023-07-07,Powerball,Eve,40 7 7 1 21,3.0,,
2023-07-08,Powerball,,07 23 24 32 43,,18,
2023-07-10,Powerball,Eve,10 7 10 1 2,3.0,,
2023-07-11,Powerball,,10 17 33 51 64,,5,
2023-07-12,Powerball,,23 35 45 66 67,,20,
2023-07-13,Powerball,Eve,33 7 13 1 22,3.0,,
2023-07-14,Powerball,,10 24 48 51 66,,15,
2023-07-15,Powerball,,02 09 43 55 57,,18,
2023-07-17,Powerball,Eve,7 17 5 8 9,17.0,,
2023-07-18,Powerball,,19 22 31 37 54,,18,
2023-07-19,Powerball,Eve,7 19 7 10 11,13.0,,
2023-07-20,Powerball,Eve,7 20 1 4 5,6.0,,
2023-07-21,Powerball,,29 40 47 50 57,,25,
2023-07-22,Powerball,,25 27 36 37 63,,7,
2023-07-24,Powerball,,03 04 12 28 49,,25,
2023-07-25,Powerball,,03 05 06 44 61,,25,
2023-07-26,Powerball,,03 16 40 48 60,,14,
2023-07-28,Powerball,,05 10 28 52 63,,18,
2023-07-29,Powerball,Eve,7 29 6 11 22,26.0,,
2023-07-31,Powerball,Eve,7 31 9 14 22,24.0,,
2023-08-01,Powerball,Eve,8 1 9 1 10,1.0,,
2023-08-02,Powerball,Eve,8 2 12 16 19,25.0,,
2023-08-04,Powerball,,11 30 45 52 56,,20,
2023-08-05,Powerball,,18 42 44 62 65,,23,
2023-08-07,Powerball,,06 13 20 35 54,,22,
2023-08-08,Powerball,,13 19 20 32 33,,14,
2023-08-09,Powerball,,10 15 21 67 69,,3,
2023-08-11,Powerball,,08 09 18 35 41,,18,
2023-08-12,Powerball,,19 21 37 50 65,,26,
2023-08-14,Powerball,,32 34 37 39 47,,3,
2023-08-15,Powerball,,18 39 42 57 63,,7,
2023-08-16,Powerball,Eve,8 16 9 11 17,19.0,,
2023-08-18,Powerball,,10 20 29 44 66,,11,
2023-08-19,Powerball,,01 25 27 38 62,,13,
2023-08-21,Powerball,Eve,8 21 3 4 12,22.0,,
2023-08-22,Powerball,,01 12 26 36 50,,7,
2023-08-23,Powerball,,25 30 32 33 55,,20,
2023-08-25,Powerball,,12 23 26 31 38,,2,
2023-08-26,Powerball,,20 22 26 28 63,,5,
2023-08-28,Powerball,,04 06 25 55 68,,26,
2023-08-29,Powerball,,09 39 52 61 63,,25,
2023-08-30,Powerball,Eve,8 30 3 16 18,20.0,,
2023-09-01,Powerball,Eve,9 1 10 1 11,1.0,,
2023-09-02,Powerball,,25 38 42 66 67,,19,
2023-09-04,Powerball,,01 26 32 46 51,,13,
2023-09-05,Powerball,Eve,9 5 9 12 5,25.0,,
2023-09-06,Powerball,Eve,9 6 9 14 20,23.0,,
2023-09-08,Powerball,,03 12 17 51 62,,1,
2023-09-09,Powerball,,11 19 29 63 68,,25,
2023-09-11,Powerball,,09 25 27 53 66,,5,
2023-09-12,Powerball,,02 14 21 42 67,,18,
2023-09-13,Powerball,,22 30 37 44 45,,18,
2023-09-14,Powerball,Eve,9 14 9 14 1,1.0,,
2023-09-15,Powerball,Eve,9 15 2 4 21,24.0,,
2023-09-16,Powerball,Eve,9 16 8 11 19,24.0,,
2023-09-18,Powerball,,02 21 26 40 42,,9,
2023-09-19,Powerball,Eve,9 19 2 3 6,18.0,,
2023-09-20,Powerball,,16 27 59 62 63,,23,
2023-09-22,Powerball,,10 13 14 57 66,,3,
2023-09-23,Powerball,,01 12 20 33 66,,21,
2023-09-24,Powerball,Eve,9 24 6 10 9,1.0,,
2023-09-25,Powerball,Eve,40 9 25 1 39,3.0,,
2023-09-26,Powerball,Eve,9 26 8 9 12,24.0,,
2023-09-27,Powerball,,01 07 46 47 63,,7,
2023-09-29,Powerball,,18 40 47 55 64,,11,
2023-09-30,Powerball,Eve,9 30 10 13 15,23.0,,
2023-10-01,Powerball,Eve,10 1 11 1 12,1.0,,
2023-10-02,Powerball,,12 26 27 43 47,,5,
2023-10-03,Powerball,Eve,10 3 7 10 14,24.0,,
2023-10-04,Powerball,,09 35 54 63 64,,1,
2023-10-06,Powerball,,12 24 46 57 66,,22,
2023-10-07,Powerball,Eve,10 7 3 9 14,26.0,,
2023-10-09,Powerball,,16 34 46 55 67,,14,
2023-10-10,Powerball,,03 08 17 46 63,,7,
2023-10-11,Powerball,Eve,12 10 11 1 3,3.0,,
2023-10-13,Powerball,,06 18 44 46 68,,18,
2023-10-14,Powerball,,14 16 42 48 64,,14,
2023-10-15,Powerball,Eve,10 15 3 6 11,15.0,,
2023-10-16,Powerball,Eve,10 16 13 15 16,19.0,,
2023-10-17,Powerball,Eve,10 17 5 12 17,18.0,,
2023-10-18,Powerball,,01 04 13 35 58,,24,
2023-10-20,Powerball,,07 29 36 49 61,,22,
2023-10-21,Powerball,Eve,10 21 6 9 14,21.0,,
2023-10-23,Powerball,,18 21 25 46 64,,21,
2023-10-24,Powerball,,16 20 30 54 59,,7,
2023-10-25,Powerball,Eve,10 25 11 16 21,25.0,,
2023-10-27,Powerball,,11 32 43 57 70,,6,
2023-10-28,Powerball,,14 24 50 59 64,,2,
2023-10-30,Powerball,,19 22 34 66 69,,5,
2023-10-31,Powerball,,14 35 37 55 70,,15,
2023-11-01,Powerball,Eve,11 1 12 1 1,1.0,,
2023-11-03,Powerball,,15 32 38 47 65,,12,
2023-11-07,Powerball,Eve,11 7 11 7 1,1.0,,
2023-11-10,Powerball,,13 33 59 68 70,,8,
2023-11-14,Powerball,,29 35 59 61 69,,22,
2023-11-15,Powerball,Eve,11 15 19 21 22,26.0,,
2023-11-17,Powerball,,06 12 31 33 69,,17,
2023-11-21,Powerball,,17 22 25 30 38,,24,
2023-11-24,Powerball,,06 15 45 59 68,,1,
2023-11-26,Powerball,Eve,11 26 6 7 15,18.0,,
2023-11-28,Powerball,,27 37 42 59 61,,11,
2023-12-01,Powerball,Eve,12 1 1 1 2,1.0,,
2023-12-04,Powerball,Eve,12 4 5 12 14,24.0,,
2023-12-05,Powerball,,18 35 40 64 67,,18,
2023-12-08,Powerball,,21 26 53 66 70,,13,
2023-12-11,Powerball,Eve,12 11 5 6 7,26.0,,
2023-12-12,Powerball,,08 23 44 45 53,,3,
2023-12-15,Powerball,,10 20 28 40 54,,12,
2023-12-18,Powerball,,05 08 19 34 39,,26,
2023-12-19,Powerball,,17 26 50 58 61,,11,
2023-12-20,Powerball,,27 35 41 56 60,,16,
2023-12-22,Powerball,,10 26 36 54 69,,4,
2023-12-23,Powerball,Eve,12 23 9 14 17,18.0,,
2023-12-25,Powerball,Eve,12 25 5 12 20,24.0,,
2023-12-26,Powerball,,08 10 22 58 64,,21,
2023-12-27,Powerball,Eve,12 27 1 7 10,25.0,,
2023-12-29,Powerball,,11 27 30 62 70,,10,
2023-12-30,Powerball,,10 11 26 27 34,,7,
2023-12-31,Powerball,Eve,10 31 12 31 11,8.0,,
2024-01-01,Powerball,Eve,1 1 2 1 3,1.0,,
2024-01-02,Powerball,,03 18 27 29 64,,1,
2024-01-03,Powerball,,30 31 38 48 68,,8,
2024-01-05,Powerball,,05 23 26 38 44,,25,
2024-01-06,Powerball,,04 31 34 38 61,,13,
2024-01-08,Powerball,,07 17 28 40 45,,2,
2024-01-09,Powerball,Eve,1 9 2 9 13,25.0,,
2024-01-10,Powerball,,25 40 43 48 50,,11,
2024-01-12,Powerball,,19 34 35 45 67,,7,
2024-01-13,Powerball,Eve,1 13 5 17 23,25.0,,
2024-01-15,Powerball,,13 30 35 49 59,,4,
2024-01-16,Powerball,,02 10 42 49 54,,13,
2024-01-17,Powerball,,18 22 43 61 65,,2,
2024-01-18,Powerball,Eve,1 18 2 3 4,25.0,,
2024-01-19,Powerball,Eve,1 19 1 9 16,17.0,,
2024-01-20,Powerball,,16 31 34 47 65,,10,
2024-01-22,Powerball,,24 25 43 52 63,,21,
2024-01-23,Powerball,,21 28 58 69 70,,20,
2024-01-24,Powerball,,01 05 32 50 64,,8,
2024-01-26,Powerball,Eve,14 1 26 1 6,3.0,,
2024-01-27,Powerball,,07 38 65 66 68,,21,
2024-01-29,Powerball,,39 41 43 49 64,,4,
2024-01-30,Powerball,,03 05 16 58 59,,11,
2024-01-31,Powerball,,15 18 19 41 43,,14,
2024-02-01,Powerball,Eve,2 1 4 17 18,19.0,,
2024-02-02,Powerball,,11 22 42 64 69,,18,
2024-02-03,Powerball,,09 11 27 59 66,,19,
2024-02-05,Powerball,,01 02 27 30 67,,9,
2024-02-06,Powerball,Eve,2 6 2 3 13,22.0,,
2024-02-07,Powerball,,12 21 62 67 69,,17,
2024-02-09,Powerball,,17 22 29 46 69,,1,
2024-02-10,Powerball,,27 28 34 37 44,,8,
2024-02-12,Powerball,Eve,2 12 3 1 23,5.0,,
2024-02-13,Powerball,Eve,2 13 1 3 19,25.0,,
2024-02-14,Powerball,Eve,40 2 14 1 69,3.0,,
2024-02-16,Powerball,,19 23 39 42 67,,18,
2024-02-17,Powerball,,06 28 59 62 69,,21,
2024-02-19,Powerball,,04 23 45 50 53,,17,
2024-02-20,Powerball,Eve,14 2 20 1 43,3.0,,
2024-02-21,Powerball,,04 27 33 41 42,,14,
2024-02-23,Powerball,,04 06 40 41 60,,11,
2024-02-24,Powerball,,03 08 40 53 58,,3,
2024-02-26,Powerball,,24 29 42 51 54,,16,
2024-02-27,Powerball,,06 18 26 27 49,,4,
2024-02-28,Powerball,Eve,2 28 7 8 19,22.0,,
2024-02-29,Powerball,Eve,2 29 6 7 21,26.0,,
2024-03-01,Powerball,Eve,3 1 4 1 5,1.0,,
2024-03-02,Powerball,,03 18 27 36 53,,12,
2024-03-04,Powerball,,36 42 50 52 67,,26,
2024-03-05,Powerball,,02 49 50 61 70,,14,
2024-03-06,Powerball,,06 19 28 44 60,,10,
2024-03-08,Powerball,,19 20 22 47 58,,1,
2024-03-09,Powerball,,30 36 49 52 63,,16,
2024-03-11,Powerball,Eve,3 11 1 3 7,16.0,,
2024-03-12,Powerball,,02 16 31 57 64,,24,
2024-03-13,Powerball,,21 29 54 59 62,,4,
2024-03-15,Powerball,,13 25 50 51 66,,6,
2024-03-16,Powerball,,12 23 44 57 61,,5,
2024-03-18,Powerball,Eve,3 18 5 11 20,23.0,,
2024-03-19,Powerball,,24 46 49 62 66,,7,
2024-03-20,Powerball,,13 22 27 54 66,,9,
2024-03-22,Powerball,,03 08 31 35 44,,16,
2024-03-23,Powerball,,06 23 25 34 51,,3,
2024-03-25,Powerball,Eve,12 3 25 1 3,3.0,,
2024-03-26,Powerball,,07 11 22 29 38,,4,
2024-03-27,Powerball,Eve,3 27 11 1 9,7.0,,
2024-03-29,Powerball,,11 30 33 38 60,,16,
2024-03-30,Powerball,,12 13 33 50 52,,23,
